building_id,timestamp,power_consumption,temperature,humidity,occupancy,floor,room_type
B001,2023-01-04 01:00:00,6.62,2.3,72.2,16.3,1,office
B001,2023-01-04 02:00:00,8.36,4.5,42.6,20.1,1,office
B001,2023-01-04 03:00:00,4.51,10.0,75.9,7.6,1,office
B001,2023-01-04 04:00:00,10.6,7.0,43.3,8.8,1,office
B001,2023-01-04 05:00:00,12.64,5.0,21.4,14.9,1,office
B001,2023-01-04 06:00:00,4.91,4.8,48.4,6.9,1,office
B001,2023-01-04 07:00:00,2.02,7.5,60.4,7.8,1,office
B001,2023-01-04 08:00:00,62.95,4.5,47.9,64.7,1,office
B001,2023-01-04 09:00:00,54.96,9.4,42.5,76.4,1,office
B001,2023-01-04 10:00:00,74.66,7.0,47.6,79.3,1,office
B001,2023-01-04 11:00:00,81.0,6.5,22.3,94.4,1,office
B001,2023-01-04 12:00:00,106.32,1.7,64.4,86.0,1,office
B001,2023-01-04 13:00:00,125.73,5.1,32.6,100.0,1,office
B001,2023-01-04 14:00:00,88.25,6.5,20.0,96.8,1,office
B001,2023-01-04 15:00:00,48.45,9.1,68.4,52.8,1,office
B001,2023-01-04 16:00:00,90.69,7.5,46.3,100.0,1,office
B001,2023-01-04 17:00:00,72.42,6.5,78.2,55.5,1,office
B001,2023-01-04 18:00:00,109.93,6.4,35.5,79.5,1,office
B001,2023-01-04 19:00:00,29.49,5.2,40.3,11.3,1,office
B001,2023-01-04 20:00:00,31.19,3.9,44.3,8.2,1,office
B001,2023-01-04 21:00:00,15.99,9.7,67.1,3.9,1,office
B001,2023-01-04 22:00:00,25.77,7.0,79.0,0.0,1,office
B001,2023-01-04 23:00:00,0.58,4.2,53.5,3.4,1,office
B001,2023-01-05 00:00:00,10.71,6.5,78.2,3.0,1,office
B001,2023-01-05 01:00:00,9.99,4.1,75.8,11.9,1,office
B001,2023-01-05 02:00:00,16.08,-0.1,40.0,22.1,1,office
B001,2023-01-05 03:00:00,5.71,3.5,37.2,6.8,1,office
B001,2023-01-05 04:00:00,15.56,4.0,42.8,15.9,1,office
B001,2023-01-05 05:00:00,4.75,6.0,66.8,9.0,1,office
B001,2023-01-05 06:00:00,7.43,3.9,52.0,2.5,1,office
B001,2023-01-05 07:00:00,3.41,7.7,72.5,14.2,1,office
B001,2023-01-05 08:00:00,108.94,4.0,41.8,100.0,1,office
B001,2023-01-05 09:00:00,70.57,4.7,53.1,86.9,1,office
B001,2023-01-05 10:00:00,66.88,4.8,20.0,95.3,1,office
B001,2023-01-05 11:00:00,86.87,-0.8,75.7,60.0,1,office
B001,2023-01-05 12:00:00,110.41,0.9,44.0,81.4,1,office
B001,2023-01-05 13:00:00,73.3,7.0,24.2,98.4,1,office
B001,2023-01-05 14:00:00,64.33,3.1,80.0,81.7,1,office
B001,2023-01-05 15:00:00,100.36,8.1,46.5,78.7,1,office
B001,2023-01-05 16:00:00,81.86,6.6,68.7,49.8,1,office
B001,2023-01-05 17:00:00,60.53,5.1,54.8,52.2,1,office
B001,2023-01-05 18:00:00,105.59,2.2,54.5,68.1,1,office
B001,2023-01-05 19:00:00,18.59,8.3,48.4,0.0,1,office
B001,2023-01-05 20:00:00,46.03,5.3,49.4,19.1,1,office
B001,2023-01-05 21:00:00,33.7,2.6,56.4,11.4,1,office
B001,2023-01-05 22:00:00,12.22,3.9,38.0,15.2,1,office
B001,2023-01-05 23:00:00,10.36,6.0,80.0,8.8,1,office
B001,2023-01-06 00:00:00,14.81,8.3,54.4,9.3,1,office
B001,2023-01-06 01:00:00,8.41,8.1,51.9,12.0,1,office
B001,2023-01-06 02:00:00,7.48,3.1,57.9,0.0,1,office
B001,2023-01-06 03:00:00,4.88,3.0,72.4,8.8,1,office
B001,2023-01-06 04:00:00,7.22,9.3,49.4,13.7,1,office
B001,2023-01-06 05:00:00,10.24,4.7,41.7,7.4,1,office
B001,2023-01-06 06:00:00,3.19,4.6,69.6,5.5,1,office
B001,2023-01-06 07:00:00,5.04,-1.8,80.0,7.2,1,office
B001,2023-01-06 08:00:00,97.95,2.3,43.0,93.6,1,office
B001,2023-01-06 09:00:00,89.55,4.9,50.0,94.0,1,office
B001,2023-01-06 10:00:00,94.86,5.6,49.9,77.7,1,office
B001,2023-01-06 11:00:00,113.94,2.9,36.4,100.0,1,office
B001,2023-01-06 12:00:00,67.65,2.2,45.4,51.5,1,office
B001,2023-01-06 13:00:00,85.26,2.6,59.9,82.3,1,office
B001,2023-01-06 14:00:00,101.59,2.1,22.0,72.4,1,office
B001,2023-01-06 15:00:00,83.79,7.6,74.7,77.7,1,office
B001,2023-01-06 16:00:00,93.32,5.9,47.7,78.6,1,office
B001,2023-01-06 17:00:00,70.43,2.7,41.8,70.1,1,office
B001,2023-01-06 18:00:00,69.13,3.0,80.0,81.1,1,office
B001,2023-01-06 19:00:00,24.52,4.0,38.7,5.3,1,office
B001,2023-01-06 20:00:00,43.08,6.1,48.1,18.0,1,office
B001,2023-01-06 21:00:00,29.62,0.7,45.0,10.9,1,office
B001,2023-01-06 22:00:00,30.12,6.4,44.3,7.2,1,office
B001,2023-01-06 23:00:00,21.83,9.4,80.0,14.5,1,office
B001,2023-01-07 00:00:00,0.0,7.0,70.3,11.1,1,office
B001,2023-01-07 01:00:00,1.1,0.8,52.8,11.4,1,office
B001,2023-01-07 02:00:00,8.06,4.1,22.8,15.2,1,office
B001,2023-01-07 03:00:00,5.93,1.7,42.9,12.4,1,office
B001,2023-01-07 04:00:00,2.07,6.8,57.0,10.1,1,office
B001,2023-01-07 05:00:00,1.45,3.3,61.3,12.1,1,office
B001,2023-01-07 06:00:00,6.24,7.2,44.8,13.4,1,office
B001,2023-01-07 07:00:00,9.81,3.5,38.7,9.9,1,office
B001,2023-01-07 08:00:00,14.41,7.5,38.4,8.6,1,office
B001,2023-01-07 09:00:00,10.71,6.2,28.0,17.6,1,office
B001,2023-01-07 10:00:00,18.92,9.2,44.6,4.9,1,office
B001,2023-01-07 11:00:00,7.57,4.6,57.2,7.8,1,office
B001,2023-01-07 12:00:00,15.75,1.5,72.1,0.0,1,office
B001,2023-01-07 13:00:00,16.01,3.5,55.4,10.8,1,office
B001,2023-01-07 14:00:00,17.04,9.7,53.1,11.2,1,office
B001,2023-01-07 15:00:00,10.38,4.5,72.3,1.0,1,office
B001,2023-01-07 16:00:00,13.61,4.5,55.8,2.9,1,office
B001,2023-01-07 17:00:00,10.59,3.8,64.2,8.2,1,office
B001,2023-01-07 18:00:00,4.68,5.2,53.7,0.9,1,office
B001,2023-01-07 19:00:00,7.61,9.6,45.8,9.8,1,office
B001,2023-01-07 20:00:00,5.21,0.5,38.9,16.9,1,office
B001,2023-01-07 21:00:00,7.58,2.5,40.0,11.1,1,office
B001,2023-01-07 22:00:00,15.4,2.7,48.2,12.3,1,office
B001,2023-01-07 23:00:00,0.0,4.6,42.7,13.2,1,office
B001,2023-01-08 00:00:00,4.57,3.2,29.2,5.8,1,office
B001,2023-01-08 01:00:00,7.01,8.3,29.6,6.0,1,office
B001,2023-01-08 02:00:00,0.0,8.9,42.3,9.5,1,office
B001,2023-01-08 03:00:00,6.86,2.2,53.4,6.4,1,office
B001,2023-01-08 04:00:00,0.0,4.0,74.6,9.4,1,office
B001,2023-01-08 05:00:00,0.0,3.0,69.1,8.5,1,office
B001,2023-01-08 06:00:00,0.0,10.0,33.6,9.7,1,office
B001,2023-01-08 07:00:00,3.03,10.6,58.7,14.0,1,office
B001,2023-01-08 08:00:00,19.24,4.0,58.1,4.4,1,office
B001,2023-01-08 09:00:00,0.0,-0.7,44.3,1.4,1,office
B001,2023-01-08 10:00:00,18.83,1.2,54.3,9.3,1,office
B001,2023-01-08 11:00:00,20.88,3.5,52.9,8.6,1,office
B001,2023-01-08 12:00:00,8.58,6.9,45.0,17.8,1,office
B001,2023-01-08 13:00:00,13.24,2.9,43.1,3.1,1,office
B001,2023-01-08 14:00:00,19.57,2.1,54.2,7.3,1,office
B001,2023-01-08 15:00:00,9.79,4.2,49.3,7.5,1,office
B001,2023-01-08 16:00:00,10.05,-0.2,36.7,9.3,1,office
B001,2023-01-08 17:00:00,13.79,4.2,40.7,6.7,1,office
B001,2023-01-08 18:00:00,13.14,6.7,48.4,8.4,1,office
B001,2023-01-08 19:00:00,12.11,7.1,80.0,3.8,1,office
B001,2023-01-08 20:00:00,0.0,4.8,68.2,10.3,1,office
B001,2023-01-08 21:00:00,21.0,3.6,31.0,15.5,1,office
B001,2023-01-08 22:00:00,8.97,9.1,41.2,3.3,1,office
B001,2023-01-08 23:00:00,7.55,7.4,48.7,9.5,1,office
B001,2023-01-09 00:00:00,9.97,3.1,66.8,9.3,1,office
B001,2023-01-09 01:00:00,0.97,2.5,65.1,8.5,1,office
B001,2023-01-09 02:00:00,1.4,6.7,26.1,12.9,1,office
B001,2023-01-09 03:00:00,14.13,1.8,44.6,10.6,1,office
B001,2023-01-09 04:00:00,19.87,2.6,59.3,4.4,1,office
B001,2023-01-09 05:00:00,15.38,8.4,59.2,15.7,1,office
B001,2023-01-09 06:00:00,0.0,8.5,49.1,2.3,1,office
B001,2023-01-09 07:00:00,3.47,11.1,47.0,5.4,1,office
B001,2023-01-09 08:00:00,75.15,5.0,47.3,55.3,1,office
B001,2023-01-09 09:00:00,77.11,7.0,45.2,88.6,1,office
B001,2023-01-09 10:00:00,82.84,6.6,50.2,73.7,1,office
B001,2023-01-09 11:00:00,78.81,5.4,20.8,62.8,1,office
B001,2023-01-09 12:00:00,61.18,2.8,59.5,73.0,1,office
B001,2023-01-09 13:00:00,66.66,3.4,62.8,66.5,1,office
B001,2023-01-09 14:00:00,81.91,1.4,44.8,51.3,1,office
B001,2023-01-09 15:00:00,98.77,5.3,37.1,82.7,1,office
B001,2023-01-09 16:00:00,108.42,1.6,76.5,100.0,1,office
B001,2023-01-09 17:00:00,82.36,5.2,45.5,75.4,1,office
B001,2023-01-09 18:00:00,88.49,7.1,42.5,79.6,1,office
B001,2023-01-09 19:00:00,29.21,7.0,45.2,2.6,1,office
B001,2023-01-09 20:00:00,25.44,10.9,20.0,17.1,1,office
B001,2023-01-09 21:00:00,26.72,1.6,27.0,10.2,1,office
B001,2023-01-09 22:00:00,30.68,9.1,36.4,15.4,1,office
B001,2023-01-09 23:00:00,0.0,4.6,53.5,9.2,1,office
B001,2023-01-10 00:00:00,14.11,0.2,79.2,12.0,1,office
B001,2023-01-10 01:00:00,7.28,2.6,79.8,20.4,1,office
B001,2023-01-10 02:00:00,11.92,0.8,58.5,10.7,1,office
B001,2023-01-10 03:00:00,5.25,8.1,77.9,6.5,1,office
B001,2023-01-10 04:00:00,3.34,1.0,73.5,13.2,1,office
B001,2023-01-10 05:00:00,7.14,1.3,55.8,4.0,1,office
B001,2023-01-10 06:00:00,15.88,11.1,29.8,12.3,1,office
B001,2023-01-10 07:00:00,8.42,1.6,42.3,14.9,1,office
B001,2023-01-10 08:00:00,87.47,3.7,59.1,100.0,1,office
B001,2023-01-10 09:00:00,85.6,6.6,50.2,91.3,1,office
B001,2023-01-10 10:00:00,102.17,5.4,36.4,100.0,1,office
B001,2023-01-10 11:00:00,65.49,8.5,60.9,58.5,1,office
B001,2023-01-10 12:00:00,66.73,5.6,42.5,69.0,1,office
B001,2023-01-10 13:00:00,89.89,4.4,69.7,100.0,1,office
B001,2023-01-10 14:00:00,94.04,2.1,56.7,79.4,1,office
B001,2023-01-10 15:00:00,91.15,1.9,67.6,77.5,1,office
B001,2023-01-10 16:00:00,52.82,2.5,27.9,62.1,1,office
B001,2023-01-10 17:00:00,65.71,11.9,72.1,88.0,1,office
B001,2023-01-10 18:00:00,68.49,1.0,64.7,82.7,1,office
B001,2023-01-10 19:00:00,18.54,4.7,26.1,0.0,1,office
B001,2023-01-10 20:00:00,28.88,2.9,31.5,8.7,1,office
B001,2023-01-10 21:00:00,32.27,5.9,41.4,10.0,1,office
B001,2023-01-10 22:00:00,19.79,4.1,55.7,9.3,1,office
B001,2023-01-10 23:00:00,5.51,5.7,39.3,12.3,1,office
B001,2023-01-11 00:00:00,8.82,3.3,71.1,3.7,1,office
B001,2023-01-11 01:00:00,8.85,4.8,27.2,4.9,1,office
B001,2023-01-11 02:00:00,1.95,4.7,59.0,19.3,1,office
B001,2023-01-11 03:00:00,1.29,1.7,57.2,8.7,1,office
B001,2023-01-11 04:00:00,5.48,1.4,57.5,3.9,1,office
B001,2023-01-11 05:00:00,5.18,7.4,42.4,8.2,1,office
B001,2023-01-11 06:00:00,11.71,6.6,49.6,11.5,1,office
B001,2023-01-11 07:00:00,6.81,4.2,72.3,7.9,1,office
B001,2023-01-11 08:00:00,92.8,2.8,71.5,75.3,1,office
B001,2023-01-11 09:00:00,70.28,4.8,39.1,66.4,1,office
B001,2023-01-11 10:00:00,77.26,5.8,51.4,74.4,1,office
B001,2023-01-11 11:00:00,96.39,7.9,63.2,87.6,1,office
B001,2023-01-11 12:00:00,103.43,5.0,66.9,96.7,1,office
B001,2023-01-11 13:00:00,108.31,6.5,48.6,100.0,1,office
B001,2023-01-11 14:00:00,85.26,6.8,56.7,51.8,1,office
B001,2023-01-11 15:00:00,105.88,0.8,51.2,77.4,1,office
B001,2023-01-11 16:00:00,60.6,6.7,52.4,78.3,1,office
B001,2023-01-11 17:00:00,83.07,6.5,46.9,85.5,1,office
B001,2023-01-11 18:00:00,76.37,4.7,42.0,68.7,1,office
B001,2023-01-11 19:00:00,29.55,1.4,60.3,10.9,1,office
B001,2023-01-11 20:00:00,19.6,6.3,44.9,12.8,1,office
B001,2023-01-11 21:00:00,38.66,9.2,59.4,14.0,1,office
B001,2023-01-11 22:00:00,25.79,6.2,52.3,5.2,1,office
B001,2023-01-11 23:00:00,8.2,2.1,63.7,3.4,1,office
B001,2023-01-12 00:00:00,7.6,1.2,27.6,5.3,1,office
B001,2023-01-12 01:00:00,0.0,3.5,36.4,6.0,1,office
B001,2023-01-12 02:00:00,10.13,6.5,48.7,13.3,1,office
B001,2023-01-12 03:00:00,1.97,1.9,51.2,15.9,1,office
B001,2023-01-12 04:00:00,9.52,2.6,51.1,8.5,1,office
B001,2023-01-12 05:00:00,6.3,4.7,44.2,13.6,1,office
B001,2023-01-12 06:00:00,11.59,8.3,64.2,4.3,1,office
B001,2023-01-12 07:00:00,12.68,4.9,24.7,12.5,1,office
B001,2023-01-12 08:00:00,80.52,6.3,31.7,86.3,1,office
B001,2023-01-12 09:00:00,83.79,6.6,59.8,75.9,1,office
B001,2023-01-12 10:00:00,83.67,10.9,58.1,72.3,1,office
B001,2023-01-12 11:00:00,91.6,3.5,37.5,58.2,1,office
B001,2023-01-12 12:00:00,58.86,7.4,49.3,67.5,1,office
B001,2023-01-12 13:00:00,82.03,2.1,53.0,82.1,1,office
B001,2023-01-12 14:00:00,91.1,1.8,46.8,78.5,1,office
B001,2023-01-12 15:00:00,61.83,2.4,75.5,89.5,1,office
B001,2023-01-12 16:00:00,111.13,9.2,45.1,77.1,1,office
B001,2023-01-12 17:00:00,74.47,3.9,31.1,58.1,1,office
B001,2023-01-12 18:00:00,105.12,3.1,39.5,75.5,1,office
B001,2023-01-12 19:00:00,34.5,6.9,49.3,8.0,1,office
B001,2023-01-12 20:00:00,20.1,6.8,57.4,1.5,1,office
B001,2023-01-12 21:00:00,39.9,4.2,35.1,17.3,1,office
B001,2023-01-12 22:00:00,18.32,5.2,62.1,4.5,1,office
B001,2023-01-12 23:00:00,5.28,7.8,46.9,12.2,1,office
B001,2023-01-13 00:00:00,2.4,8.8,68.0,9.0,1,office
B001,2023-01-13 01:00:00,5.67,3.4,55.3,10.2,1,office
B001,2023-01-13 02:00:00,13.22,6.6,56.0,13.0,1,office
B001,2023-01-13 03:00:00,12.06,3.2,43.0,15.2,1,office
B001,2023-01-13 04:00:00,3.95,-4.0,57.1,17.0,1,office
B001,2023-01-13 05:00:00,3.23,4.8,48.8,12.5,1,office
B001,2023-01-13 06:00:00,0.0,3.3,80.0,9.0,1,office
B001,2023-01-13 07:00:00,2.68,8.9,54.7,9.2,1,office
B001,2023-01-13 08:00:00,76.48,2.4,66.4,89.5,1,office
B001,2023-01-13 09:00:00,77.93,10.7,73.8,77.9,1,office
B001,2023-01-13 10:00:00,77.47,3.9,65.8,85.3,1,office
B001,2023-01-13 11:00:00,67.44,4.0,60.9,100.0,1,office
B001,2023-01-13 12:00:00,76.83,4.4,63.1,100.0,1,office
B001,2023-01-13 13:00:00,47.0,-0.2,51.4,54.7,1,office
B001,2023-01-13 14:00:00,84.57,6.1,42.7,82.0,1,office
B001,2023-01-13 15:00:00,84.04,6.8,48.0,90.1,1,office
B001,2023-01-13 16:00:00,75.87,10.3,45.2,52.1,1,office
B001,2023-01-13 17:00:00,91.93,8.1,24.3,100.0,1,office
B001,2023-01-13 18:00:00,81.16,3.6,42.6,78.2,1,office
B001,2023-01-13 19:00:00,28.42,5.5,46.6,14.4,1,office
B001,2023-01-13 20:00:00,33.53,6.5,76.9,19.7,1,office
B001,2023-01-13 21:00:00,31.91,6.5,62.4,14.3,1,office
B001,2023-01-13 22:00:00,32.79,5.4,31.5,5.9,1,office
B001,2023-01-13 23:00:00,8.85,6.9,33.0,8.4,1,office
B001,2023-01-14 00:00:00,0.0,5.7,40.2,14.3,1,office
B001,2023-01-14 01:00:00,2.99,11.1,59.9,7.1,1,office
B001,2023-01-14 02:00:00,6.91,6.8,46.2,12.3,1,office
B001,2023-01-14 03:00:00,3.32,7.5,46.8,18.7,1,office
B001,2023-01-14 04:00:00,5.54,5.3,80.0,13.2,1,office
B001,2023-01-14 05:00:00,0.0,6.7,64.9,16.2,1,office
B001,2023-01-14 06:00:00,4.6,6.4,71.2,1.9,1,office
B001,2023-01-14 07:00:00,3.33,8.2,60.2,12.1,1,office
B001,2023-01-14 08:00:00,15.8,0.8,50.1,9.9,1,office
B001,2023-01-14 09:00:00,18.38,6.0,61.5,3.7,1,office
B001,2023-01-14 10:00:00,19.02,6.5,69.1,9.3,1,office
B001,2023-01-14 11:00:00,17.38,1.6,44.3,5.3,1,office
B001,2023-01-14 12:00:00,19.24,4.9,58.7,7.6,1,office
B001,2023-01-14 13:00:00,17.25,9.8,31.5,3.8,1,office
B001,2023-01-14 14:00:00,16.87,-2.9,74.6,4.4,1,office
B001,2023-01-14 15:00:00,17.26,6.7,45.2,4.4,1,office
B001,2023-01-14 16:00:00,11.02,3.8,59.3,18.9,1,office
B001,2023-01-14 17:00:00,12.31,4.5,38.7,13.9,1,office
B001,2023-01-14 18:00:00,18.19,4.7,66.5,6.9,1,office
B001,2023-01-14 19:00:00,11.08,0.1,42.5,20.0,1,office
B001,2023-01-14 20:00:00,10.8,4.4,60.1,14.4,1,office
B001,2023-01-14 21:00:00,7.78,2.3,74.1,13.6,1,office
B001,2023-01-14 22:00:00,1.63,2.5,52.2,9.5,1,office
B001,2023-01-14 23:00:00,2.96,5.4,20.0,1.1,1,office
B001,2023-01-15 00:00:00,0.0,3.2,42.9,8.6,1,office
B001,2023-01-15 01:00:00,0.0,5.8,27.5,7.1,1,office
B001,2023-01-15 02:00:00,2.13,7.5,59.9,10.7,1,office
B001,2023-01-15 03:00:00,1.61,8.0,39.1,14.1,1,office
B001,2023-01-15 04:00:00,1.92,4.7,56.7,7.9,1,office
B001,2023-01-15 05:00:00,2.71,4.9,80.0,9.8,1,office
B001,2023-01-15 06:00:00,4.72,5.7,43.2,14.4,1,office
B001,2023-01-15 07:00:00,0.0,-0.1,33.8,11.5,1,office
B001,2023-01-15 08:00:00,24.96,1.9,36.3,5.6,1,office
B001,2023-01-15 09:00:00,13.24,9.1,53.3,1.5,1,office
B001,2023-01-15 10:00:00,17.59,7.9,72.0,8.3,1,office
B001,2023-01-15 11:00:00,18.38,1.5,45.7,4.2,1,office
B001,2023-01-15 12:00:00,9.67,10.1,62.5,14.5,1,office
B001,2023-01-15 13:00:00,11.45,1.6,45.8,16.2,1,office
B001,2023-01-15 14:00:00,26.79,6.7,51.2,18.3,1,office
B001,2023-01-15 15:00:00,29.31,4.1,28.3,12.4,1,office
B001,2023-01-15 16:00:00,10.9,6.1,44.7,10.7,1,office
B001,2023-01-15 17:00:00,14.24,7.4,25.1,4.5,1,office
B001,2023-01-15 18:00:00,21.2,1.7,76.5,7.8,1,office
B001,2023-01-15 19:00:00,25.95,5.6,67.4,8.7,1,office
B001,2023-01-15 20:00:00,13.19,7.6,44.6,7.1,1,office
B001,2023-01-15 21:00:00,16.05,11.3,48.0,19.4,1,office
B001,2023-01-15 22:00:00,6.39,9.3,35.1,8.8,1,office
B001,2023-01-15 23:00:00,2.44,2.5,42.6,7.1,1,office
B001,2023-01-16 00:00:00,11.53,3.3,53.9,11.2,1,office
B001,2023-01-16 01:00:00,2.54,5.0,63.7,13.5,1,office
B001,2023-01-16 02:00:00,14.26,5.1,35.5,3.6,1,office
B001,2023-01-16 03:00:00,3.93,1.4,55.0,12.4,1,office
B001,2023-01-16 04:00:00,12.14,3.1,44.3,5.3,1,office
B001,2023-01-16 05:00:00,7.43,5.9,60.4,5.5,1,office
B001,2023-01-16 06:00:00,9.87,6.3,61.2,9.4,1,office
B001,2023-01-16 07:00:00,15.72,4.5,58.9,16.6,1,office
B001,2023-01-16 08:00:00,63.39,9.0,48.9,100.0,1,office
B001,2023-01-16 09:00:00,62.43,2.5,52.9,64.6,1,office
B001,2023-01-16 10:00:00,75.9,4.3,40.1,75.7,1,office
B001,2023-01-16 11:00:00,108.86,7.6,46.5,100.0,1,office
B001,2023-01-16 12:00:00,116.9,6.9,34.7,100.0,1,office
B001,2023-01-16 13:00:00,81.86,9.7,80.0,65.4,1,office
B001,2023-01-16 14:00:00,58.62,6.1,71.4,83.9,1,office
B001,2023-01-16 15:00:00,68.66,4.0,59.1,94.5,1,office
B001,2023-01-16 16:00:00,94.46,0.4,20.0,92.0,1,office
B001,2023-01-16 17:00:00,70.58,2.2,47.1,68.4,1,office
B001,2023-01-16 18:00:00,59.44,7.9,43.2,90.5,1,office
B001,2023-01-16 19:00:00,19.0,6.9,39.1,3.6,1,office
B001,2023-01-16 20:00:00,6.33,5.4,20.0,3.3,1,office
B001,2023-01-16 21:00:00,21.61,1.8,32.2,3.3,1,office
B001,2023-01-16 22:00:00,18.81,6.9,69.4,11.0,1,office
B001,2023-01-16 23:00:00,8.35,5.8,49.6,12.0,1,office
B001,2023-01-17 00:00:00,11.09,8.8,33.2,9.7,1,office
B001,2023-01-17 01:00:00,1.2,4.1,35.7,7.8,1,office
